facility_id,official_station_name,location_descriptive_name_common_name,classification,street_address,suite_building_number,city,state,zip_code,station_phone_number,station_fax_number,after_hours_phone_number,pharmacy_phone_number,enrollment_coordinator_phone_number,patient_advocate_phone_number,latitude,longitude,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,sunday_hours,hours_note
528G2,Westport VA Clinic,Westport,Primary Care CBOC,7426 NYS Route 9N,,Westport,NY,12993,518-626-5236 x,518-962-8440 x,888-838-7890 x,518-626-5236 x,518-626-5236 x,518-626-6934 x,44.20947474,-73.51112839,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528G3,Bainbridge VA Clinic,Bainbridge,Primary Care CBOC,109 North Main Street,,Bainbridge,NY,13733,607-967-8590 x,607-967-8599 x,888-838-7890 x,518-626-5780 x,518-626-6710 x,518-626-6934 x,42.30096952,-75.47027738,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528G4,Elmira VA Clinic,Elmira,Primary Care CBOC,1316 College Avenue,,Elmira,NY,14901,607-664-4640 x,607-733-4404 x,607-664-4000 x,607-664-4413 x,607-664-4899 x,607-664-4797 x,42.11105112,-76.82035689,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528G5,Auburn VA Clinic,Auburn,Primary Care CBOC,17 Lansing Street,,Auburn,NY,13021,315-255-7002 x,315-255-7382 x,315-425-4400 x53238,800-792-4334 x56505,315-425-4400 x53222,315-425-4345 x,42.94079673,-76.56431071,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528G6,Fonda VA Clinic,Fonda,Primary Care CBOC,2623 State Highway 30A,,Fonda,NY,12068,518-853-1247 x,518-853-1250 x,888-838-7890 x,518-626-5780 x,518-626-6710 x,518-626-6934 x,42.9611824,-74.38661939,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528G7,Catskill VA Clinic,Catskill,Primary Care CBOC,159 Jefferson Heights,Suite 102,Catskill,NY,12414,518-943-7515 x,518-943-7289 x,888-838-7890 x,518-626-5780 x,518-626-6710 x,518-626-6934 x,42.23139343,-73.8775135,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528G8,Wellsville VA Clinic,Wellsville,Primary Care CBOC,3458 Riverside Drive,Route 19,Wellsville,NY,14895,607-664-4660 x,585-593-1087 x,607-664-4000 x,607-664-4413 x,607-664-4899 x,607-664-4797 x,42.14770313,-77.97379153,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528G9,Tompkins County VA Clinic,Tompkins County-Freeville,Primary Care CBOC,1451 Dryden Road,,Freeville,NY,13068,607-347-4101 x,607-347-4110 x,315-425-4400 x53238,800-792-4334 x56505,315-425-4400 x53222,315-425-4345 x,42.47261302,-76.39775085,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528GB,Jamestown VA Clinic,Jamestown,Primary Care CBOC,608 West 3rd Street,,Jamestown,NY,14701,716-338-1511 x,716-338-1521 x,888-838-7890 x,716-862-7933 x,888-823-9656 x,716-862-8752 x,42.09424491,-79.25434423,800AM-430PM,800AM-430PM,1130AM-800PM,800AM-430PM,800AM-430PM,-,-,We are open one Saturday per month from 8:00 a.m. to12:00 p.m. and closed other weekends and all federal holidays.
528GC,Dunkirk VA Clinic,Dunkirk,Primary Care CBOC,166 East 4th Street,,Dunkirk,NY,14048,716-203-6474 x,716-363-1235 x,888-838-7890 x,716-862-7933 x,888-823-9656 x,716-862-8752 x,42.48399905,-79.32883183,800AM-500PM,800AM-500PM,800AM-500PM,800AM-500PM,800AM-500PM,-,-,We are closed weekends and all federal holidays.
528GD,Niagara Falls VA Clinic,Niagara Falls,Primary Care CBOC,2201 Pine Avenue,,Niagara Falls,NY,14301,716-862-8580 x,716-284-1702 x,888-838-7890 x,716-862-7933 x,888-823-9656 x,716-862-8752 x,43.09508249,-79.03562068,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528GE,Rochester VA Clinic,Rochester,Multi-Specialty CBOC,465 Westfall Road,Building B,Rochester,NY,14620,585-463-2600 x,585-463-2649 x,585-394-2000 x,585-463-2602 x,585-463-2687 x,585-463-2653 x,43.11501173,-77.60613907,700AM-430PM,700AM-430PM,700AM-430PM,700AM-630PM,700AM-430PM,800AM-400PM,-,We are closed Sundays and all federal holidays.
528GK,Lockport VA Clinic,Lockport,Primary Care CBOC,5883 Snyder Drive,,Lockport,NY,14094,716-438-3890 x,716-438-3894 x,888-838-7890 x,716-862-7933 x,888-823-9656 x,716-862-8752 x,43.13574983,-78.6935929,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528GL,Massena VA Clinic,Massena,Primary Care CBOC,6100 St. Lawrence Centre,,Massena,NY,13662,315-769-4253 x,315-769-4676 x,315-425-4400 x53238,800-792-4334 x56505,315-425-4400 x53222,315-425-4345 x,44.95103966,-74.8391494,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528GM,Donald J. Mitchell Department of Veterans Affairs Outpatient Clinic,Rome,Multi-Specialty CBOC,125 Brookley Road,Building 510,Rome,NY,13441,315-334-7100 x,315-334-7171 x,315-425-4400 x53238,800-792-4334 x56505,315-425-4400 x53222,315-425-4345 x,43.2129865,-75.41892104,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528GN,Binghamton VA Clinic,Binghamton,Multi-Specialty CBOC,425 Robinson Street,,Binghamton,NY,13904,607-772-9100 x,607-772-3081 x,315-445-4400 x53238,800-792-4334 x56505,315-425-4400 x53222,315-425-4345 x,42.10824544,-75.86668025,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528GO,Watertown VA Clinic,Watertown,Multi-Specialty CBOC,144 Eastern Boulevard,,Watertown,NY,13601,315-221-7026 x,315-788-8899 x,315-425-4400 x53238,800-792-4334 x56505,315-425-4400 x53222,315-425-4345 x,43.96839409,-75.88101856,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528GP,Oswego VA Clinic,Oswego,Primary Care CBOC,437 State Route 104E,,Oswego,NY,13126,315-207-0120 x,315-207-0209 x,315-425-4400 x53238,800-792-4334 x56505,315-425-4400 x53222,315-425-4345 x,43.46265895,-76.47369841,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528GQ,Lackawanna VA Clinic,Lackawanna,Primary Care CBOC,1234 Abbott Road,,Lackawanna,NY,14218,716-821-7815 x,716-825-1602 x,888-838-7890 x,716-862-7933 x,888-823-9656 x,716-862-8752 x,42.83060028,-78.80515651,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528GR,Olean VA Clinic,Olean,Primary Care CBOC,465 North Union Street,,Olean,NY,14760,716-373-7709 x,716-373-8117 x,888-838-7890 x,716-862-7933 x,888-823-9656 x,716-862-8752 x,42.08449007,-78.42995802,630AM-630PM,630AM-630PM,630AM-630PM,630AM-630PM,630AM-630PM,-,-,We are closed weekends and all federal holidays.
528GT,Glens Falls VA Clinic,Glens Falls,Primary Care CBOC,84 Broad Street,,Glens Falls,NY,12801,518-798-6066 x,518-761-2097 x,888-838-7890 x,518-626-5780 x,518-626-6710 x,518-626-6934 x,43.30713261,-73.65147947,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528GV,Plattsburgh VA Clinic,Plattsburgh,Primary Care CBOC,80 Sharron Avenue,Suite 4,Plattsburgh,NY,12901,518-561-6247 x,518-561-7094 x,888-838-7890 x,518-626-5780 x,518-626-6710 x,518-626-6934 x,44.67911444,-73.45170578,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528GW,Schenectady VA Clinic,Schenectady,Primary Care CBOC,1346 Gerling Street,,Schenectady,NY,12308,518-346-3334 x,518-346-4030 x,888-838-7890 x,518-626-5780 x,518-626-6710 x,518-626-6934 x,42.82317417,-73.90913454,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528GX,Troy VA Clinic,Troy,Primary Care CBOC,295 River Street,,Troy,NY,12180,518-274-7707 x,518-266-0555 x,888-838-7890 x,518-626-5780 x,518-626-6710 x,518-626-6934 x,42.73248561,-73.69034375,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528GY,Clifton Park VA Clinic,Clifton Park,Primary Care CBOC,1673 Route 9,,Clifton Park,NY,12065,518-383-8506 x,518-383-8511 x,888-838-7890 x,518-626-5780 x,518-626-6710 x,518-626-6934 x,42.85947488,-73.76430767,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528GZ,Kingston VA Clinic,Kingston,Primary Care CBOC,324 Plaza Road,,Kingston,NY,12401,845-331-8322 x,845-331-0365 x,888-838-7890 x,518-626-5780 x,518-626-6710 x,518-626-6934 x,41.93650916,-74.01629145,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528QA,Buffalo VA Clinic,Buffalo-Main Street,Other Outpatient Services (OOS),2963 Main Street,,Buffalo,NY,14214,716-862-8865 x,716-862-8759 x,716-834-9200 x,716-862-6334 x,716-862-8888 x,716-862-8752 x,42.94625719,-78.83133993,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528QB,Saint Vincent DePaul VA Clinic,Saint Vincent DePaul-Buffalo,Other Outpatient Services (OOS),1298 Main Street,,Buffalo,NY,14209,716-862-8885 x,716-883-8420 x,716-834-9200 x,716-862-6334 x,716-862-8829 x,716-862-8752 x,42.90912022,-78.86670531,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528QC,Clinton Crossings VA Clinic,Clinton Crossings-Rochester,Other Outpatient Services (OOS),919 Westfall Road,,Rochester,NY,14618,585-463-2600 x,585-463-2649 x,585-394-2000 x,585-463-2602 x,585-463-2687 x,585-463-2653 x,43.11532175,-77.59611909,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528QD,Mount Hope VA Clinic,Mount Hope-Rochester,Other Outpatient Services (OOS),1867 Mount Hope Avenue,,Rochester,NY,14620,585-463-2600 x,585-463-2649 x,585-394-2000 x,585-463-2602 x,585-463-2687 x,585-463-2653 x,43.11367487,-77.62298201,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528QE,Coudersport VA Clinic,Coudersport,Other Outpatient Services (OOS),24 Maple View Lane,Suite 2,Coudersport,PA,16915,607-664-4670 x,814-260-9343 x,607-664-4000 x,607-664-4413 x,607-664-4899 x,607-664-4797 x,41.77101174,-77.98688211,800AM-430PM,-,-,800AM-430PM,-,-,-,We are open Monday's and Thursday's and closed weekends and all federal holidays.
528QF,Wellsboro VA Clinic,Wellsboro,Other Outpatient Services (OOS),1835 Shumway Hill Road,,Wellsboro,PA,16901,570-662-0507 x,570-662-0586 x,607-664-4000 x,607-664-4413 x,607-664-4899 x,607-664-4797 x,41.74007297,-77.27013587,-,800AM-430PM,800AM-430PM,-,800AM-430PM,-,-,"We are closed Monday's, Thursday's, weekends and all federal holidays."
528QG,Erie West VA Clinic,Erie West-Syracuse,Other Outpatient Services (OOS),620 Erie Boulevard West,,Syracuse,NY,13204,315-425-3463 x,315-471-0321 x,315-425-4400 x53238,800-792-4334 x56505,315-425-4400 x53222,315-425-4345 x,43.04926705,-76.16398709,700AM-630PM,700AM-630PM,700AM-630PM,700AM-630PM,700AM-630PM,-,-,We are closed weekends and all federal holidays.
528QH,East Fayette VA Clinic,East Fayette-Syracuse,Other Outpatient Services (OOS),1031 East Fayette Street,,Syracuse,NY,13210,315-425-4445 x,315-425-4406 x,315-425-4400 x53238,800-792-4334 x56505,315-425-4400 x53222,315-425-4345 x,43.04851646,-76.13578033,700AM-530PM,700AM-530PM,700AM-530PM,700AM-530PM,700AM-530PM,-,-,We are closed weekends and all federal holidays.
528QI,Erie East VA Clinic,Erie East-Syracuse,Other Outpatient Services (OOS),910 Erie Boulevard East,2nd Floor,Syracuse,NY,13210,315-425-4400 x52090,315-425-4415 x,315-425-4400 x53238,800-792-4334 x56505,315-425-4400 x53222,315-425-4345 x,43.05072104,-76.13899249,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,730AM-400PM,-,-,We are closed weekends and all federal holidays.
528QJ,Albany VA Clinic,Albany-Warren Street,Other Outpatient Services (OOS),650 Warren Street,,Albany,NY,12208,518-626-5000 x,518-626-6735 x,518-626-5000 x,518-626-7449 x,877-222-8387 x,518-626-5000 x,42.6582035,-73.78624393,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528QK,Saranac Lake VA Clinic,Saranac Lake,Other Outpatient Services (OOS),33 Depot Street,,Saranac Lake,NY,12983,518-626-5237 x,518-891-5838 x,888-883-7890 x,518-626-5237 x,518-626-5237 x,518-626-7125 x,44.3304933,-74.13233122,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
528QL,Bath VA Mobile Clinic,Bath Mobile,Other Outpatient Services (OOS),76 Veterans Avenue,,Bath,NY,14810,607-664-4000 x,607-664-4861 x,607-664-4000 x,607-664-4000 x4413,607-664-4000 x4899,607-664-4000 x4797,42.34334983,-77.34772263,-,-,-,-,-,-,-,We are open by appointment. We are closed weekends and all federal holidays.
528QM,Canandaigua VA Mobile Clinic,Canandaigua Mobile,Other Outpatient Services (OOS),400 Fort Hill Avenue,,Canandaigua,NY,14424,585-394-2000 x,585-393-8394 x,585-394-2000 x,585-393-7122 x,585-393-7348 x,585-393-7612 x,42.90078353,-77.27083972,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are open by appointment. We are closed weekends and all federal holidays.
528QN,Watertown 2 VA Clinic,Watertown 2,Other Outpatient Services (OOS),19472 US Route 11,,Watertown,NY,13601,315-425-4400 x,315-782-6327 x,315-425-4400 x53238,800-792-4334 x58000,315-425-4400 x53222,315-425-4345 x,43.94869496,-75.91505545,700AM-500PM,700AM-500PM,700AM-500PM,700AM-500PM,700AM-500PM,-,-,We are closed weekends and all federal holidays.
561,East Orange VA Medical Center,East Orange,VA Medical Center (VAMC),385 Tremont Avenue,,East Orange,NJ,7018,973-676-1000 x,973-676-4226 x,973-676-1000 x,800-480-5580 x,973-676-1000 x3044,973-676-1000 x3399,40.75386906,-74.23435543,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
561A4,Lyons VA Medical Center,Lyons,VA Medical Center (VAMC),151 Knollcroft Road,,Lyons,NJ,7939,908-647-0180 x,908-647-3452 x,908-647-0180 x,800-480-5580 x,973-676-1000 x3044,908-647-0180 x4762,40.66581854,-74.5543245,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
561BY,Newark VA Clinic,Newark,Other Outpatient Services (OOS),20 Washington Place,,Newark,NJ,7102,973-645-1441 x,973-622-4813 x,973-676-1000 x,800-480-5580 x,973-676-1000 x3044,973-676-1000 x3399,40.74266376,-74.17077824,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
561BZ,James J. Howard Veterans' Outpatient Clinic,Brick,Multi-Specialty CBOC,970 Route 70,,Brick,NJ,8724,732-206-8900 x,732-836-6002 x,973-676-1000 x,800-480-5580 x,973-676-1000 x3044,973-676-1000 x3399,40.07344526,-74.12713533,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
561GA,Hamilton VA Clinic,Hamilton,Primary Care CBOC,3635 Quakerbridge Road,,Hamilton,NJ,8619,609-570-6600 x,609-570-6684 x,973-676-1000 x,800-480-5580 x,973-676-1000 x3044,973-676-1000 x3399,40.25909582,-74.6778697,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
561GB,Elizabeth VA Clinic,Elizabeth,Primary Care CBOC,654 East Jersey Street,Suite 2A,Elizabeth,NJ,7206,908-994-0120 x,908-994-0131 x,973-676-1000 x,800-480-5580 x,973-676-1000 x3044,973-676-1000 x3399,40.65893037,-74.19801229,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
561GD,Hackensack VA Clinic,Hackensack,Primary Care CBOC,385 Prospect Avenue,,Hackensack,NJ,7601,201-342-4536 x,201-342-8741 x,973-676-1000 x,800-480-5580 x,973-676-1000 x3044,973-676-1000 x3399,40.89568609,-74.05209097,24/7,24/7,24/7,24/7,24/7,24/7,24/7,We are closed weekends and all federal holidays.
561GE,Jersey City VA Clinic,Jersey City,Primary Care CBOC,115 Christopher Columbus Drive,Suite 200,Jersey City,NJ,7302,201-435-3055 x,201-435-3198 x,973-676-1000 x,800-480-5580 x,973-676-1000 x3044,973-676-1000 x3399,40.71975943,-74.04376944,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
561GF,Piscataway VA Clinic,Piscataway,Primary Care CBOC,14 Wills Way,Building 4,Piscataway,NJ,8854,732-981-8193 x5481,732-981-8194 x,973-676-1000 x,800-480-5580 x,973-676-1000 x3044,973-676-1000 x3399,40.54127631,-74.45150646,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
561GH,Morristown VA Clinic,Morristown,Primary Care CBOC,340 West Hanover Avenue,,Morristown,NJ,7960,973-539-9794 x,973-539-9242 x,973-676-1000 x,800-480-5580 x,973-676-1000 x3044,973-676-1000 x3399,40.83263873,-74.51391946,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
561GI,Tinton Falls VA Clinic,Tinton Falls,Primary Care CBOC,55 North Gilbert Street,"Building 4, 1st Floor, Suite 4101",Tinton Falls,NJ,7701,732-842-4751 x,732-842-1573 x,973-676-1000 x,800-480-5580 x,973-676-1000 x3044,973-676-1000 x3399,40.32660235,-74.07589979,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
561GJ,Paterson VA Clinic,Paterson,Primary Care CBOC,275 Getty Avenue,Building 275,Paterson,NJ,7503,973-247-1666 x,973-247-7995 x,973-676-1000 x,800-480-5580 x,973-676-1000 x3044,973-676-1000 x3399,40.89755769,-74.15913802,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
620,Franklin Delano Roosevelt Hospital,Montrose,VA Medical Center (VAMC),2094 Albany Post Road,,Montrose,NY,10548,914-737-4400 x,914-788-4244 x,914-737-4400 x,888-389-6528 x,914-737-4400 x2306,914-737-4400 x2020,41.24517788,-73.9264304,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
620A4,Castle Point VA Medical Center,Castle Point,VA Medical Center (VAMC),41 Castle Point Road,,Wappingers Falls,NY,12590,845-831-2000 x,845-838-5193 x,845-831-2000 x,888-389-6528 x,845-831-2000 x5043,845-831-2000 x5795,41.54045655,-73.96222125,24/7,24/7,24/7,24/7,24/7,24/7,24/7,Administrative hours 8 a.m. to 4:30 p.m.  We are closed weekends and all federal holidays.  Emergency Care: 24 hours a day 7 days a week.
620GA,New City VA Clinic,New City,Multi-Specialty CBOC,345 North Main Street,,New City,NY,10956,845-634-8942 x,845-708-9183 x,914-737-4400 x,888-389-6528 x,914-737-4400 x2306,914-737-4400 x2020,41.16696329,-73.9881074,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
620GB,Carmel VA Clinic,Carmel,Multi-Specialty CBOC,1875 Route 6,2nd Floor,Carmel,NY,10512,845-228-5291 x,845-228-5295 x,845-831-2000 x,888-389-6528 x,845-831-2000 x5043,845-831-2000 x5795,41.41464803,-73.66990169,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
620GD,Goshen VA Clinic,Goshen,Multi-Specialty CBOC,30 Hatfield Lane,Suite 204,Goshen,NY,10924,845-294-6927 x,845-294-0937 x,914-737-4400 x,888-389-6528 x,914-737-4400 x2306,914-737-4400 x2020,41.39497638,-74.34048617,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
620GE,Port Jervis VA Clinic,Port Jervis,Multi-Specialty CBOC,150 Pike Street,,Port Jervis,NY,12771,845-856-5396 x,845-856-5410 x,914-737-4400 x,888-389-6528 x,914-737-4400 x2306,914-737-4400 x2020,41.37653318,-74.6909337,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,800AM-430PM,-,-,We are closed weekends and all federal holidays.
