facility_id,original_facility_id,location_descriptive_name_common_name,street_address,suite_building_number,city,state,zip_code,station_phone_number,station_fax_number,latitude,longitude,monday_hours,tuesday_hours,wednesday_hours,thursday_hours,friday_hours,saturday_hours,sunday_hours,hours_note
VBA368,Not Applicable,Sepulveda Ambulatory Care Center,16111  Plummer Street,Building 200 Charles Marshall Team,North Hills,CA,91343,(818) 891-7711 Ext 32728,None,34.242868,-118.480626,7:00 am - 4:00 pm,7:00 am - 4:00 pm,7:00 am - 4:00 pm,7:00 am - 4:00 pm,7:00 am - 4:00 pm,Closed,Closed,
VBA369,Not Applicable,Sepulveda Ambulatory Care Center,16111 Plummer Street,Building 10 Basement,North Hills,CA,91343,(818) 891-7711 Extension 31229,None,34.242868,-118.480626,7:30 am - 4:00 pm,7:30 am - 4:00 pm,7:30 am - 4:00 pm,7:30 am - 4:00 pm,7:30 am - 4:00 pm,Closed,Closed,
VBA370,344,Edwards AFB,Family Support Center,,Edward AFB,CA,93524,NA,NA,38.441034,-122.719064,closed,8:30 am - 1:00 pm,closed,closed,closed,closed,closed,_Intinerant��_��__ Tuesdays - when IDES cases are pending to be processed
VBA371,344,Port Hueneme,Family support Center ,,Port Hueneme,ca,93043,805-512-4903,na,38.441034,-122.719064,closed,closed,8:30 am - 1:00 pm,closed,closed,closed,closed,_2nd and 4th Wednesday of each month
VBA372,344,29 Palms,Marine Corps Air Ground Combat Center,Building 1437 or 29,29 Palms,ca,92277,760-830-2541,na,34.13673,-116.007486,8:30 am - 1:00 pm,8:30 am - 1:00 pm,8:30 am - 1:00 pm,8:30 am - 1:00 pm,8:30 am - 1:00 pm ,closed,closed,
VBA373,344,Los Angeles AFB,Family Support Center,,El Segundo,ca,90245,na,na,38.441034,-122.719064,closed,closed,closed,closed,closed,closed,closed,_Itinerant - Visit the site only when needed to process IDES case
VBA374,Not Applicable,Ventura Vet Center VR&E Outbased ,790 East Santa Clara Street,Suite 100,Ventura,CA,93001,(805) 565-1573,(805) 585-1864,34.279291,-119.288843,8:00 am to 4:30 pm,8:00 am to 4:30 pm,8:00 am to 4:30 pm,8:00 am to 4:30 pm,8:00 am to 4:30 pm,Closed,Closed,
VBA375,Not Applicable,Laguna Hills Community Based Outpatient Clinic VR&E Outbased,25292 McIntyre  Street,Suite K,Laguna Hills,CA,92653,(562) 826-8582,(310) 235-6247,33.596097,-117.679793,7:30 am - 3:30 pm,7:30 am - 3:30 pm,7:30 am - 3:30 pm,7:30 am - 3:30 pm,7:30 am - 3:30 pm,Closed,Closed,
VBA376,Not Applicable,Bakersfield Vet Center VR&E Outbased,1110 Golden State Avenue,,Bakersfield,CA,93001,(661) m322-0101,None,35.384374,-119.013829,8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:00 am - 4:00 pm,Closed,Closed,
VBA377,Not Applicable,High Desert Vet Center VR&E Outbased,15095 Amargosa Road,Suite 107,Victorville,CA,92394,(760) 261-5925,(310) 235-6247,34.524932,-117.329495,8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:00 am - 4:00 pm,Closed,Closed,
VBA378,Not Applicable,CSU Los Angeles VR&E Outbased,5151 University Drive,Veteran Resource Center,Los Angeles,CA,90032,(323) 343-5085,(310) 235-6247,33.658253,-117.808392,9:00 AM - 4:30 PM,9:00 AM - 4:30 PM,Closed,Closed,Closed,Closed,Closed,_Keri Fujiwara is a VetSuccess on Campus Counselor and has regular office hours on campuse pm Mondays and Tuesdays
VBA379,Not Applicable,Pasadena City College,1570 East Colorado Blvd.,Veteran Resource Center,Pasadena,CA,91107,(626) 585-1226 Ext 4,(310) 235-6247,34.142459,-118.119815,Closed,Closed,Closed,9:00 am - 4:00 pm,9:00 am - 4:00 pm,Closed,Closed,_Keri Fujiwara is a VetSuccess on Campus Counselor and maintains office hours on Thursdays and Fridays only.
VBA380,Not Applicable,Los Angeles City College VR&E Outbased,855 North Vermont ,,Los Angeles,CA,90029,(323) 953-4000 Ext 1253,(310) 235-6247,34.086756,-118.291721,Closed,Closed,9:00 am - 4:00 pm,Closed,Closed,Closed,Closed,
VBA381,Not Applicable,Mt. San Antonio College VR&E Outbased,1100 North Grand Avenue,Veteran Resource Center,Walnut,CA,91789,(909) 274-4417,(310) 235-6247,34.048324,-117.842001,Closed,Closed,9:00 am - 4:30 pm,9:00 am - 4:30 pm,9:00 am - 4:30 pm,Closed,Closed,_Mark Smith is located within the Veteran Resource Center.
VBA382,Not Applicable,Citrus College VR&E Outbased,1000 West Foothill Blvd,Veteran Resource Center,Glemdora,CA,91741,(626) 852-6457,(310) 235-6247,34.136034,-117.880198,9:00 am - 4:00 pm,9:00 am - 4:00 pm,Closed,Closed,Closed,Closed,Closed,_Maerk Smith is assigned to the Veteran Resource Center
VBA383,Not Applicable,Saddleback Community College VR&E Outbased,28000 Marguerita Parkway,Veteran Resource Center,Mission Viego,CA,92692,(949) 582-6457,(949) 582-4700,43.090607,-79.088284,Closed,Closed,8:00 am - 4:30 pm,8:00 am - 4:30 pm,8:00 am - 4:30 pm,Closed,Closed,_Jamie Bacon is assigned to the Veterans Resource Center
VBA384,Not Applicable,Irvine Valley College VR&E Outbased,5500 Irvine Center Drive,Veterans Resource Center,Irvine,CA,92618,(949) 451-5296,(949) 451-5666,33.67734,-117.775609,8:00 am - 4:00 pm,8:00 am - 4:00 pm,Closed,Closed,Closed,Closed,Closed,_Jamie Bacon is located at the Veterans Resource Center on campus
VBA385,Not Applicable,CSU at Long Beach VR&E Outbased,1250 Bellflower Blvd,Veterans Resource Center,Long Beach,CA,90840,(562) 985-5115,(310) 235-6247,33.787094,-118.123411,Closed,9:00 am - 5:30 pm,Closed,Closed,9:00 am - 5:30 pm,Closed,Closed,_Lois Daz is located at the Veterans Resource Center
VBA386,Not Applicable,Long Beach City College VR&E Outbased,4901 Carson Street,Veterans Resource Center,Long Beach,CA,90808,(562) 938-4162,(310) 235-6247,33.832328,-118.135245,9:00 am - 5L30 pm,Closed,9:00 am - 5L30 pm,9:00 am - 5L30 pm,Closed,Closed,Closed,_Lois Daz is loocated at the Veterans Resource Center
VBA387,Not Applicable,Long Beach City College VR&E Outbased,4901 Carson Street,Veterans Resource Center,Long Beach,CA,90808,(562) 938-4162,(310) 235-6247,33.832328,-118.135245,9:00 am - 5:30 pm,Closed,9:00 am - 5:30 pm,9:00 am - 5:30 pm,Closed,Closed,Closed,_Lois Daz is located at the Veterans Resource Center
VBA388,Not Applicable,State of California Employment Development Department VR&E Outbased,1420 West Avenue L,,Lancaster,CA,93534,(661) 726-4128,(310) 235-6247,34.660309,-118.156184,8:00 am - 4:00 pm,Closed,8:00 am - 4:00 pm,Closed,Closed,Closed,Closed,_Sylvia Love may be reached at (310) 235-6232
VBA389,Not Applicable,Ft Irwin Army Base VR&E Outbased,4553 Tippiecanoe Street,"Building 105, Room 104",Ft Irwin,CA,92311,(760) 380-3209,(310) 235-6247,34.99831,-116.92906,8:00 am - 3:00 pm,By Appointment,8:00 am - 3:00 pm,8:00 am - 3:00 pm,By Appointment,Closed,Closed,
VBA390,Not Applicable,29 Palms MCAGCC Base VR&E Outbased,1433 Sturgis Road,,29 Palms,CA,92778,(760)  830-3714,(310) 235-6247,34.231647,-116.05467,7:00 am - 3:30 pm,7:00 am - 3:30 pm,7:00 am - 3:30 pm,7:00 am - 3:30 pm,7:00 am - 3:30 pm,Closed,Closed,
VBA391,Not Applicable,Los Angeles Vet Center VR&E Outbased,1045 West Redondo Beach Blvd,Suite 150,Gardena ,CA,90247,(310) 767-1221,(310) 235-6247,33.893096,-118.292981,8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:00 am - 4:00 pm,Closed,Closed,
VBA392,Not Applicable,Chatsworth Vet Center VR&E Outbased,20946 Devonshire Blvd,Suite 101,Chatsworth,CA,91311,(818) 576-0201,(818) 576--216,34.256849,-118.590336,8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:00 am - 4:00 pm,8:00 am - 4:00 pm,Closed,Closed,
VBA393,Not Applicable,Los Angeles Regional Office VR&E,11000 Wilshire Blvd,3rd Floor,"Los Angeles, CA",CA,90024,(310) 235-7722,(310) 235-6247,34.056651,-118.448964,8:00 am - 3:30 pm,8:00 am - 3:30 pm,8:00 am - 3:30 pm,8:00 am - 3:30 pm,8:00 am - 3:30 pm,Closed,Closed,
